gene	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
SLC44A5	0.489	0.4892	0.313	0.302
PRKACB	0.8472	0.7754	0.5958	0.5764
DDAH1	0.8722	0.5768	0.854	0.5804
DIPK1A	0.3128	0.2232	0.1126	0.1588
NTNG1	0.3788	0.3438	0.254	0.2436
RNPC3	0.4082	0.5398	0.335	0.507
CCDC18-AS1	0.4674	0.2568	0.1926	0.1798
MAGI3	0.4568	0.3304	0.4698	0.3602
GPSM2	0.6904	0.7154	0.3946	0.491
ATP1A1	0.3442	0.2056	0.2268	0.0959
TRIM33	0.5038	0.6424	0.2454	0.5648
MAN1A2	0.6	0.6016	0.2366	0.3022
HYDIN2	0.9598	0.8058	0.9142	0.7124
ASH1L	0.0029	0.0092	0.003	0.0133
C1orf61	0.527	0.8048	0.4908	0.7788
BCAN	0.3468	0.119	0.2018	0.041
SYT11	0.1954	0.2548	0.198	0.2576
VPS45	0.268	0.2152	0.1522	0.1334
POGZ	0.1404	0.1218	0.0122	0.0176
GATAD2B_ENSG00000143614	0.3138	0.1978	0.0806	0.05
RPRD2	0.0549	0.0609	0.0197	0.0261
LINC01138	0.3918	0.2088	0.0344	0.02
ATP1A2	0.7806	0.5094	0.7396	0.4392
PRRX1	0.3012	0.1862	0.214	0.1532
TNR	0.0393	0.0302	0.039	0.033
ATP1B1	0.4284	0.2378	0.277	0.1044
POU2F1	0.0382	0.0457	0.0177	0.0209
ILDR2	0.7968	0.6498	0.6792	0.5132
COP1	0.1432	0.1166	0.0542	0.074
RABGAP1L	0.0312	0.0279	0.0142	0.0134
PBX1	0.0965	0.0451	0.0729	0.0317
DNM3	0.3122	0.4178	0.295	0.4174
MPZL1	0.4208	0.597	0.3726	0.5156
ATP2B4	0.655	0.444	0.322	0.1972
RASAL2	0.1834	0.0656	0.0961	0.036
PPP1R12B	0.5616	0.4324	0.5782	0.4476
RALGPS2	0.3154	0.262	0.2428	0.2192
C1orf21	0.3462	0.5228	0.3362	0.5382
CAMSAP2	0.7796	0.703	0.5738	0.5334
NAV1	0.6216	0.5962	0.5296	0.519
CRB1	0.0514	0.0274	0.0333	0.0234
CEP350	0.2172	0.0692	0.0921	0.0487
NEK7	0.2902	0.3264	0.1502	0.1354
ASTN1	0.0668	0.148	0.0262	0.0816
NMNAT2	0.8232	0.7748	0.7272	0.7372
BRINP3	0.4688	0.4248	0.2768	0.2286
KCNT2	0.8404	0.8888	0.7784	0.8458
GPR37L1	0.2578	0.4748	0.2448	0.3934
MDM4	0.0787	0.3064	0.0278	0.2354
COLGALT2	0.7536	0.5392	0.6426	0.4674
MIR181A1HG	0.666	0.9168	0.4136	0.8286
ACBD6	0.2784	0.6602	0.2674	0.6398
IPO9-AS1	0.3932	0.5292	0.2074	0.3108
NUCKS1	0.7898	0.6836	0.5888	0.463
MARK1	0.692	0.4476	0.4844	0.2042
RPS6KC1	0.7422	0.9614	0.734	0.9
SYT14	0.3258	0.2204	0.2738	0.1562
SUSD4	0.1912	0.0672	0.0269	0.0131
CDC42BPA	0.6092	0.5346	0.4702	0.4168
ENAH	0.2036	0.193	0.1804	0.1886
ESRRG	0.6478	0.7562	0.6688	0.7618
ARID4B	0.3722	0.6026	0.2354	0.4678
SDCCAG8_ENSG00000054282	0.2374	0.2896	0.0313	0.1542
AKT3_ENSG00000117020	0.5552	0.8182	0.5126	0.8074
PCNX2	0.0907	0.0192	0.017	0.0048
CEP170_ENSG00000143702	0.0934	0.0305	0.0246	0.0474
FMN2	0.6052	0.2172	0.5506	0.1592
KIF26B_ENSG00000162849	0.0155	0.0179	0.002	0.0031
DISC1	0.0118	0.0193	0.009	0.011
PLD5	0.2208	0.0858	0.0014	0.0022
RGS7	0.4872	0.8652	0.4842	0.8584
SLC35F3	0.0078	0.0372	0.0127	0.0237
MYT1L	0.7004	0.7702	0.5148	0.6856
PUM2	0.5908	0.7266	0.3538	0.5774
NCOA1	0.24	0.1748	0.235	0.1726
RAB10	0.1644	0.0693	0.2014	0.0892
CLIP4	0.4426	0.7572	0.3942	0.7212
BIRC6	0.7776	0.7624	0.4986	0.601
ATAD2B	0.2008	0.187	0.0771	0.1322
KIDINS220	0.3256	0.1786	0.1096	0.1122
ROCK2	0.9884	0.92	0.9804	0.841
DTNB	0.0483	0.0108	0.001	0.0035
MBOAT2	0.0149	8e-04	0.0036	0.0012
RNF144A	0.7962	0.7534	0.7788	0.7504
NBAS	0.2454	0.1296	0.1562	0.0844
BABAM2	0.2318	0.2008	0.1698	0.1438
ALK	0.228	0.0956	0.0054	0.0079
ITSN2	0.2996	0.0944	0.3322	0.0836
MIR3681HG	0.6954	0.8406	0.5742	0.732
LINC00486	0.643	0.5126	0.5398	0.443
MAP4K3	0.9998	0.6898	0.9996	0.6398
MTA3	0.3772	0.201	0.1328	0.048
XPO1	0.0078	0.0073	0.0051	0.0049
SPTBN1	0.933	0.9216	0.8874	0.8766
RTN4	0.3154	0.2124	0.1968	0.1166
CCDC88A	0.2436	0.15	0.0754	0.0582
USP34	0.486	0.52	0.2178	0.2734
EHBP1	0.2298	0.1836	0.2196	0.161
SOS1	0.3216	0.2912	0.3202	0.3256
PPM1B	0.804	0.8578	0.705	0.8076
PREPL	0.3506	0.1404	0.1418	0.039
FBXO11	0.1008	0.2112	0.0555	0.2472
CAMKMT	0.3142	0.2058	0.227	0.138
WDPCP	0.8742	0.5758	0.811	0.4804
VPS54	0.148	0.1158	0.0209	0.0243
PLEKHH2	0.6554	0.6448	0.4354	0.4634
ACYP2	0.1122	0.1016	0.1014	0.0972
FOXN2	0.8006	0.9082	0.6438	0.8428
PRKCE	0.0407	0.0504	0.0098	0.0167
COMMD1	0.807	0.9168	0.6042	0.7636
NRXN1	0.271	0.306	0.171	0.2012
SLC8A1	0.3194	0.2614	0.169	0.131
EML6	0.6132	0.2708	0.5972	0.2742
_ENSG00000226994	0.5996	0.3206	0.5076	0.2498
TMSB10	0.248	0.1726	0.1744	0.0779
CTNNA2	0.5646	0.3146	0.5274	0.2264
ZNF638	0.789	0.9962	0.5756	0.992
ST3GAL5	0.7366	0.5876	0.46	0.3454
AAK1	0.126	0.2888	0.0752	0.253
EXOC6B	0.3962	0.5364	0.376	0.5604
USP39	0.489	0.2288	0.1102	0.0366
ANTXR1	0.149	0.0852	0.08	0.0308
LRRTM4	0.5976	0.758	0.4608	0.6672
PCBP1-AS1	0.4898	0.3052	0.1242	0.0936
SPRED2	0.3768	0.1108	0.2394	0.03
MAP4K4	0.1772	0.093	0.1376	0.0728
ANKRD36	0.5618	0.3952	0.294	0.159
AFF3	0.1436	0.05	0.0276	0.0046
ANKRD36C	0.603	0.5028	0.3294	0.316
PANTR1	0.0476	0.0494	0.0241	0.0213
LINC01965	0.4312	0.4226	0.4738	0.4712
R3HDM1	0.5742	0.8134	0.3954	0.7552
CLASP1	0.4044	0.6154	0.351	0.6036
PTPN4	0.9492	0.8984	0.9022	0.8392
EPB41L5	0.418	0.2506	0.1258	0.0799
GTDC1	0.6734	0.7126	0.5768	0.5992
ARHGEF4	0.911	0.879	0.897	0.8542
GPR17	0.611	0.2844	0.6242	0.2756
MGAT5	0.0814	0.1424	0.028	0.0687
TMEM163	0.1992	0.0997	0.1118	0.0524
CNTNAP5	0.2696	0.2212	0.1828	0.1502
ANKRD30BL	0.51	0.4034	0.121	0.0543
LRP1B	0.6392	0.7956	0.5912	0.7734
ZEB2	0.345	0.4124	0.2502	0.3038
DPP10	0.5346	0.0704	0.3254	0.0191
NCKAP5	0.0235	0.008	0.0122	0.0033
OSBPL6	0.22	0.0804	0.1112	0.0423
RAPGEF4	0.3802	0.295	0.378	0.2834
GPD2	0.333	0.4496	0.1268	0.233
TANC1	0.692	0.7222	0.643	0.6704
SLC25A12	0.4642	0.2908	0.1384	0.1416
WIPF1	0.0121	0.0032	0.0023	0.0019
BAZ2B	0.3074	0.1958	0.1076	0.0637
CHN1	0.443	0.2726	0.321	0.1528
GAD1	0.8172	0.7226	0.773	0.6892
EPC2	0.3	0.3006	0.0932	0.113
SCN2A	0.61	0.4682	0.388	0.3056
OLA1	0.3818	0.2376	0.1332	0.1005
GALNT13	0.2852	0.3436	0.169	0.2326
PKP4	0.447	0.5656	0.3978	0.5226
SCN1A	0.6814	0.6086	0.4902	0.4186
SLC4A10	0.397	0.2046	0.074	0.0402
UBR3	0.8698	0.9292	0.7284	0.8604
SCN3A	0.9372	0.7822	0.8798	0.6446
FMNL2	0.9616	0.882	0.962	0.8686
GPR155	0.3348	0.3938	0.134	0.2358
KIF5C_ENSG00000168280	0.2894	0.2274	0.1798	0.184
UBE2E3	0.8392	0.7924	0.6614	0.6386
CERS6	0.965	0.7556	0.919	0.6064
CSRNP3	0.512	0.4684	0.3082	0.317
FIGN	0.5738	0.783	0.4872	0.733
CACNB4	0.4744	0.0861	0.4304	0.0839
STK39	0.6204	0.4448	0.4618	0.3072
MBD5	0.307	0.3788	0.3068	0.3854
NCKAP1	0.8742	0.7412	0.6918	0.5472
CALCRL	0.8122	0.402	0.7206	0.2468
ANKRD44	0.0132	0.0249	0.0079	0.0317
MAP2	0.53	0.607	0.3276	0.452
INO80D	0.4876	0.3958	0.4422	0.37
ADAM23	0.4748	0.287	0.2408	0.1526
GLS	0.855	0.7858	0.5858	0.5124
PLCL1	0.5896	0.9298	0.5382	0.912
HECW2	0.7132	0.7234	0.4244	0.589
ABI2	0.8376	0.374	0.8186	0.3844
ITGAV	0.4906	0.634	0.3236	0.5366
TMEFF2	0.408	0.4092	0.1634	0.1708
UNC80	0.7176	0.5144	0.5966	0.3934
NBEAL1	0.4768	0.4344	0.2748	0.243
KANSL1L	0.3544	0.2108	0.295	0.186
SPAG16	0.6704	0.429	0.582	0.3924
RFTN2	0.0786	0.1066	0.0161	0.0591
ICA1L	0.727	0.73	0.593	0.6346
ZNF804A	0.2562	0.2012	0.161	0.1178
RAPH1	0.4	0.3924	0.0964	0.092
ERBB4	0.2246	0.2534	0.1326	0.1748
PGAP1	0.2992	0.3576	0.2394	0.2932
HIBCH	0.1256	0.1026	0.0953	0.0722
BMPR2	0.3796	0.3558	0.2906	0.296
CUL3	0.9576	0.7854	0.9044	0.6524
HDAC4	0.5118	0.5508	0.318	0.432
XRCC5	0.5834	0.5872	0.5522	0.5456
ACSL3	0.6724	0.4732	0.3076	0.167
LRRFIP1	0.1134	0.1172	0.043	0.0757
DOCK10	0.0089	0.013	0.0021	0.0058
ITM2C	0.127	0.0752	0.0788	0.0381
SERPINE2	0.9774	0.929	0.9462	0.8828
PID1	0.0327	0.0321	0.0217	0.0202
TRIP12	0.1396	0.3468	0.0953	0.2782
AGAP1	0.372	0.2278	0.2162	0.1436
MFF	0.5942	0.698	0.4238	0.6412
AGFG1	0.55	0.837	0.4298	0.7828
PTMA	0.1514	0.0682	0.0609	0.0182
DNER	0.0733	0.0583	0.0419	0.0401
GIGYF2	0.2744	0.322	0.1168	0.1272
FARP2	0.4472	0.3906	0.2654	0.28
KAT2B	0.1262	0.1043	0.1186	0.0942
TBC1D5	0.184	0.0851	0.1108	0.0744
CHL1	0.7818	0.8122	0.6686	0.7268
SUMF1	0.2604	0.5646	0.0856	0.4786
VGLL4	0.0984	0.1744	0.0264	0.0675
CNTN4	0.0895	0.0819	0.0484	0.0549
RBMS3	0.0366	0.0455	0.0229	0.0356
THRB	0.338	0.2706	0.2914	0.225
ZNF385D	0.0558	0.0922	0.0323	0.0609
PLCL2	0.0314	0.0044	0.0038	0.0021
SLC6A1	0.0093	0.0019	0.0144	0.0047
SYN2	0.4728	0.475	0.1626	0.2004
SETD5	0.1706	0.147	0.1832	0.1812
SEPTIN2	0.298	0.5108	0.24	0.4512
LRRN1	0.3302	0.2218	0.1134	0.0792
UBE2E2	0.3208	0.0661	0.1984	0.0277
KCNH8	0.7368	0.5298	0.6692	0.4458
SRGAP3	0.9304	0.759	0.932	0.7376
GRM7	0.1146	0.0861	0.0766	0.0515
ATG7	0.7266	0.212	0.494	0.0891
ANKRD28	0.9778	0.9468	0.935	0.8624
LMCD1-AS1	0.0548	0.0264	0.0289	0.0101
SATB1-AS1	0.8136	0.5746	0.785	0.4764
SLC6A1-AS1	0.7634	0.5396	0.3472	0.2332
RBM5	0.6856	0.5892	0.4072	0.4146
RBM6	0.5748	0.37	0.4066	0.2416
MAP4	0.7236	0.926	0.4712	0.8832
LRRFIP2	0.142	0.1754	0.0445	0.12
CSPG5	0.8206	0.9948	0.7496	0.9864
NKTR	0.4352	0.5032	0.1232	0.2182
GOLGA4	0.4906	0.7546	0.1624	0.55
CLASP2	0.738	0.819	0.7278	0.8216
MYRIP	0.3736	0.1422	0.1554	0.0376
ARPP21	0.7992	0.842	0.4958	0.7056
SMARCC1	0.1268	0.2106	0.0484	0.2406
SETD2	0.2502	0.3686	0.1984	0.279
TRAK1	0.5688	0.4132	0.3522	0.2432
DOCK3	0.111	0.1154	0.0654	0.0784
CNTN3	0.6852	0.7324	0.578	0.6214
FRMD4B	0.5844	0.2708	0.5396	0.2362
FOXP1	0.0268	0.0477	0.0197	0.0439
PTPRG	0.1732	0.1454	0.1822	0.1494
MAGI1	0.1584	0.1864	0.0829	0.1288
CACNA1D	0.1774	0.0809	0.0127	0.0125
CACNA2D3	0.0909	0.0112	0.1086	0.0123
CADPS	0.0638	0.0088	0.0747	0.0092
SLMAP	0.3234	0.4082	0.3126	0.4096
PBRM1	0.1314	0.461	0.0886	0.463
ARHGEF3	0.1078	0.2196	0.0749	0.1734
ROBO1	0.2692	0.3544	0.1786	0.2746
CADM2	0.4606	0.6364	0.374	0.5566
TAFA1	0.3598	0.26	0.173	0.1224
ROBO2	0.5274	0.442	0.398	0.3204
MITF	0.2134	0.13	0.2056	0.1528
ERC2	0.0981	0.1104	0.0652	0.1035
FHIT	0.2962	0.2938	0.3028	0.3268
ARHGAP31	0.0429	0.0541	0.0075	0.0161
ST3GAL6	0.6086	0.4482	0.5578	0.3534
GSK3B	0.3766	0.3762	0.1558	0.173
BBX	0.2658	0.3678	0.1668	0.2652
SENP7	0.145	0.1568	0.0734	0.0954
STXBP5L	0.9786	0.9332	0.9664	0.897
KALRN	0.7528	0.3562	0.7544	0.3578
ZNF148	0.4874	0.4122	0.247	0.265
ALCAM	0.3488	0.272	0.0816	0.0606
NECTIN3	0.9566	0.762	0.8792	0.6276
ZBTB20	0.0801	0.1254	0.0737	0.12
CMSS1	0.1212	0.4234	0.1276	0.3298
LSAMP	0.4538	0.5976	0.3938	0.562
_ENSG00000239268	0.4054	0.5728	0.3814	0.5608
LSAMP-AS1	0.2494	0.3658	0.0532	0.1224
ATP2C1	0.4572	0.3152	0.2046	0.1496
RAB7A	0.1856	0.9514	0.162	0.8738
RNF13	0.7406	0.4974	0.6088	0.3716
ARMC8	0.3468	0.1936	0.0562	0.0296
XRN1	0.2946	0.809	0.1774	0.672
STAG1	0.0025	5e-04	4e-04	5e-04
TMEM108	0.2152	0.1308	0.113	0.0615
MED12L	0.2794	0.321	0.1794	0.2476
TRPC1	0.5606	0.9228	0.485	0.8078
MBNL1	0.3396	0.3988	0.2248	0.2756
EPHB1	0.2802	0.1406	0.0972	0.033
CLSTN2	0.0073	0.0753	0.0025	0.0036
U2SURP	0.9046	0.5748	0.903	0.5692
TMCC1	0.0736	0.0793	0.0462	0.0518
SLC9A9	0.0598	0.0214	4e-04	0.0017
SEC62	0.2332	0.2464	0.2138	0.2322
MCF2L2	0.3598	0.2208	0.0557	0.0524
DGKG	0.3354	0.2058	0.135	0.0844
MAP3K13	0.556	0.2134	0.3192	0.0891
FNDC3B	0.2474	0.246	0.1472	0.1652
BCHE	0.402	0.5566	0.3662	0.5862
PEX5L	0.5486	0.2576	0.1056	0.0375
KLHL24	0.2672	0.1896	0.215	0.1508
PIK3CA	0.7732	0.928	0.6998	0.875
TNIK	0.1246	0.0167	0.0943	0.0069
PPM1L	0.7248	0.1642	0.4608	0.0751
TTC14	0.6776	0.4102	0.3646	0.2108
KCNAB1	0.0959	0.0376	0.0069	0.0032
NLGN1	0.2934	0.3462	0.1986	0.2618
PHC3	0.1176	0.0634	0.0791	0.0485
GOLIM4	0.6344	0.7532	0.4404	0.6454
TBL1XR1	0.5226	0.4454	0.1526	0.1886
NAALADL2	0.2694	0.2318	0.1628	0.1302
C3orf70	0.3884	0.5086	0.1522	0.294
EGFEM1P	0.1466	0.0716	0.113	0.0437
KCNMB2-AS1	0.43	0.564	0.0944	0.2148
SOX2-OT	0.0076	0.0066	0.0087	0.0069
LINC01322	0.6298	0.4498	0.3376	0.1794
ETV5	0.5702	0.342	0.5698	0.3356
TNK2	0.5274	0.4626	0.161	0.1616
ST6GAL1	0.5524	0.1152	0.4434	0.0594
DLG1	0.5182	0.4174	0.515	0.3696
FGF12	0.2948	0.4038	0.1946	0.2888
ACAP2	0.0415	0.0077	0.0293	0.0057
ATP13A4	0.1652	0.1248	0.1526	0.1232
LPP	0.402	0.343	0.368	0.3306
CCDC50	0.541	0.51	0.259	0.2702
LRCH3	0.5132	0.381	0.3754	0.2472
APOD	0.308	0.3458	0.1354	0.1356
IL1RAP	0.8718	0.9858	0.8126	0.9782
AFAP1	0.3074	0.1446	0.0295	0.0178
ARAP2	0.4756	0.3976	0.0905	0.1024
FRYL	0.8348	0.918	0.803	0.906
UBE2K	0.987	0.9606	0.9844	0.923
SEL1L3	0.6818	0.5618	0.6822	0.5658
OCIAD1	0.155	0.188	0.1554	0.1924
TBC1D19	0.8796	0.9626	0.7048	0.9446
STIM2	0.828	0.6656	0.5936	0.4096
PDS5A	0.0409	0.0937	0.0167	0.1122
ATP8A1	0.8304	0.9256	0.7136	0.8898
GABRB1	0.1952	0.1246	0.0943	0.0409
APBB2	0.416	0.6046	0.3632	0.4918
RBPJ	0.137	0.073	0.0978	0.0566
LDB2	0.2052	0.1666	0.1484	0.1096
PCDH7	0.4098	0.4132	0.196	0.2006
LCORL	0.1874	0.1318	0.1942	0.1414
KCTD8	0.5514	0.7546	0.384	0.6112
KCNIP4_ENSG00000185774	0.4106	0.3856	0.372	0.356
TAPT1-AS1	0.0668	0.0772	0.0554	0.0683
RUFY3	0.196	0.2266	0.21	0.2718
CRACD	0.1416	0.0445	0.0011	0.001
ANKRD17	0.1636	0.0644	0.0766	0.0174
PDGFRA	0.751	0.6802	0.5282	0.4642
RASGEF1B	0.441	0.356	0.4178	0.3634
SCARB2	0.8088	0.7004	0.5936	0.4854
FIP1L1	0.5312	0.4764	0.5354	0.4778
SCD5	0.5	0.4676	0.3254	0.3518
ADGRL3	0.2524	0.3092	0.1796	0.2238
HNRNPDL	0.3346	0.2086	0.162	0.1006
SCFD2	0.1184	0.1102	0.0886	0.0801
UBA6-AS1	0.82	0.5148	0.8292	0.5578
UBE2D3	0.859	0.7988	0.7834	0.6634
MAPK10	0.1936	0.0232	0.1926	0.0128
PKD2	0.3882	0.2932	0.2608	0.2168
FAM13A	0.4778	0.6048	0.489	0.6088
RAP1GDS1	0.915	0.8016	0.8498	0.7328
PPA2	0.718	0.7398	0.6982	0.715
PAPSS1	0.8824	0.8574	0.6838	0.7378
PPP3CA	0.7468	0.7968	0.4774	0.6228
SNCA	0.2436	0.106	0.0633	0.0273
TBCK	0.1384	0.0633	0.0831	0.039
CAMK2D	0.2588	0.3874	0.2562	0.3932
ANK2	0.6656	0.8026	0.621	0.781
GRID2	0.1096	0.1034	0.063	0.0526
SPARCL1	0.0624	0.1152	0.0307	0.0665
PDLIM5	0.12	0.1168	0.0982	0.1014
WDFY3	0.2162	0.0426	0.0976	0.0317
TET2	0.0472	0.0438	0.0125	0.0518
UGT8	0.748	0.501	0.6394	0.3984
UNC5C	0.7062	0.5892	0.6576	0.5234
CCSER1	0.78	0.6588	0.6448	0.4864
_ENSG00000245958	0.3798	0.5282	0.2814	0.4536
ARHGAP10	0.8114	0.5502	0.6962	0.3092
ELF2	0.461	0.3188	0.1958	0.1348
GAB1	0.824	0.4758	0.7154	0.3224
TRIM2	0.9248	0.9234	0.9104	0.9142
FBXW7	0.3676	0.223	0.0914	0.0626
SH3D19	0.3914	0.1738	0.18	0.0386
GRIA2	0.941	0.8912	0.854	0.835
KIAA1109	0.9022	0.672	0.7812	0.4936
PDGFC	0.7002	0.5504	0.4904	0.3418
SCLT1	0.0398	0.0226	0.011	0.0083
ZNF827	0.1836	0.2642	0.104	0.152
NR3C2	0.1308	0.247	0.1428	0.2756
RNF150	0.4146	0.5712	0.3284	0.4986
DCLK2	0.1448	0.0434	0.102	0.0478
LRBA	0.4432	0.9432	0.4628	0.9498
TLL1	0.2432	0.1986	0.2216	0.192
CPE	0.4332	0.174	0.1156	0.0354
CLCN3	0.1474	0.047	0.0248	0.0106
RAPGEF2	0.6558	0.8276	0.4278	0.7076
PALLD	0.3628	0.3246	0.2464	0.2522
NEK1	0.2062	0.0831	0.1242	0.0738
MARCHF1	0.6162	0.9614	0.4524	0.9406
CBR4	0.8906	0.9388	0.7444	0.9014
GPM6A	0.4872	0.2256	0.4026	0.1818
SORBS2	0.0481	0.199	0.0311	0.2314
SCRG1	0.421	0.538	0.2526	0.3232
GALNTL6	0.0509	0.0356	0.0544	0.0389
SPOCK3	0.0899	0.1068	0.0674	0.0799
TRIO	0.2512	0.2206	0.2164	0.2072
CDH10	0.7742	0.6552	0.6858	0.5646
ZFR	0.6766	0.624	0.5234	0.505
ADCY2	0.1648	0.1462	0.0353	0.0274
SLC1A3	0.1666	0.0444	0.1084	0.028
WDR70	0.1388	0.0743	0.0862	0.0418
SEMA5A	0.1076	0.0657	0.0882	0.0515
PDZD2	0.0635	0.0947	0.0151	0.0423
MARCHF6	0.77	0.8658	0.7244	0.8858
CDH18	0.7594	0.8482	0.7254	0.8004
MYO10	0.8424	0.6888	0.657	0.5612
ANKH	0.6412	0.2726	0.4928	0.2436
NIPBL	0.148	0.0385	0.0606	0.0222
CTNND2	0.2088	0.1362	0.1828	0.1206
BASP1	0.2342	0.1918	0.1256	0.0892
FBXL7	0.0426	0.0688	0.048	0.0817
GUSBP1	0.7068	0.5534	0.6794	0.5104
CPLANE1	0.679	0.6412	0.4738	0.432
_ENSG00000215158	0.4758	0.4656	0.4262	0.382
C1QTNF3-AMACR	0.7822	0.7654	0.748	0.7568
ADAMTS6	0.1098	0.0363	0.0043	0.0043
GPBP1	0.9758	0.9232	0.9402	0.8722
KIF2A	0.98	0.8034	0.9612	0.7346
MAST4	0.3086	0.0754	0.1914	0.0545
MAP3K1	0.1104	0.0675	0.0199	0.0131
ERBIN	0.4446	0.767	0.367	0.7316
GHR	0.4958	0.3812	0.3608	0.2066
PDE4D	0.2304	0.29	0.2034	0.2316
ZSWIM6	0.2918	0.2972	0.1492	0.1504
MAP1B	0.2998	0.1368	0.1008	0.0272
PIK3R1	0.6212	0.5624	0.1736	0.189
PARP8	0.5652	0.9054	0.467	0.8754
RAB3C	0.6034	0.501	0.3224	0.3208
CWC27	0.2292	0.2376	0.2274	0.2604
RNF180	0.2542	0.2206	0.2476	0.2288
RICTOR	0.822	0.9604	0.818	0.956
ZNF131	0.6804	0.441	0.3238	0.2056
C5orf64	0.8918	0.7606	0.8268	0.6622
ARL15	0.1278	0.0829	0.1104	0.0617
VCAN	0.3834	0.4454	0.237	0.3118
ZFYVE16	0.7668	0.629	0.6374	0.533
MEF2C	0.4114	0.271	0.3836	0.2368
PDE8B	0.9838	0.8644	0.9812	0.805
ARSB	0.196	0.1484	0.0113	0.0438
FAM172A	0.0813	0.0292	0.0381	0.0248
SSBP2	0.1896	0.3714	0.1544	0.3648
RASA1	0.029	0.0109	0.0182	0.0166
PAM	0.512	0.9468	0.4798	0.9444
FBXL17	0.4196	0.8736	0.3362	0.8772
FER	0.269	0.3122	0.2202	0.2656
EDIL3	0.452	0.413	0.451	0.4466
SERINC5	0.2272	0.258	0.1306	0.1552
CMYA5	0.6248	0.4476	0.546	0.366
TENT2	0.1692	0.0677	0.013	0.0342
MCTP1	0.8184	0.5818	0.7756	0.5196
TTC37	0.2518	0.2116	0.2714	0.2504
NR2F1-AS1	0.1254	0.129	0.0525	0.1212
LINC00461	0.1474	0.1322	0.114	0.1044
TMEM161B-AS1	0.1732	0.1856	0.2016	0.2402
MEF2C-AS1	0.1396	0.0868	0.159	0.1064
FAM13B	0.5568	0.4006	0.515	0.4636
CTNNA1	0.3458	0.4678	0.1158	0.261
SEMA6A	0.1926	0.2044	0.1094	0.104
SIL1	0.7114	0.6814	0.5366	0.5824
EPB41L4A	0.5416	0.7566	0.5436	0.7272
KIF3A	0.3242	0.2144	0.101	0.1412
APC	0.1648	0.0168	0.0452	0.0085
COMMD10	0.2108	0.21	0.0898	0.0699
SPOCK1	0.3018	0.4176	0.2626	0.3574
CAMK4	0.9598	0.9548	0.9224	0.9438
