gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
GPBP1L1	0.321467715077	0.185	0.5056	0.1524	0.4262	0.4794	0.5758	0.4188	0.5482
BSDC1	0.176018295794706	0.4654	0.2654	0.4026	0.2018	0.1832	0.11	0.0242	0.0294
ZSWIM5	0.913798321363923	0.3206	0.3084	0.1978	0.1992	0.884	0.9852	0.8536	0.9808
SYNC	0.81101250794542	0.5708	0.9344	0.4616	0.9158	0.7794	0.8804	0.6412	0.8298
RBBP4	0.236913946189046	0.7056	0.9492	0.7036	0.9502	0.5886	0.3628	0.545	0.3354
SMIM12	0.0494779117772473	0.2158	0.2326	0.2316	0.2492	0.0965	0.1033	0.0565	0.0464
MEAF6	0.336349092548732	0.0484	0.0595	0.0312	0.0427	0.8264	0.9004	0.7834	0.9186
NDUFS5	0.561978825012058	0.6908	0.5878	0.6324	0.5528	0.9912	0.6114	0.9892	0.5674
UQCRH	0.188502509706036	0.6246	0.4824	0.5638	0.4366	0.925	0.6942	0.905	0.6178
MARCKSL1	0.394616774082943	0.6988	0.9968	0.5758	0.9958	0.8152	0.9078	0.6438	0.847
ZBTB8OS	0.997831367168977	0.327	0.229	0.2936	0.2082	0.8832	0.938	0.798	0.919
RIMKLA	0.0847140161456963	0.0379	0.0559	0.038	0.0595	0.5988	0.4272	0.5048	0.3106
CCDC30	0.0787122051545518	0.1068	0.1254	0.0816	0.123	0.6536	0.9212	0.6398	0.9074
RNF220	0.163024354839422	0.9084	0.8466	0.7992	0.7404	0.3876	0.258	0.233	0.1488
FOXJ3	0.554569780763994	0.1412	0.2752	0.1334	0.2566	0.7174	0.9694	0.56	0.944
INPP5B	0.930568927490049	0.6158	0.9166	0.5558	0.8882	0.0397	0.0258	0.0049	0.0024
_ENSG00000228436	0.221436417284143	0.0657	0.148	0.0272	0.1062	0.364	0.3124	0.2066	0.1488
LRRC7	0.0453973044628982	0.1882	0.2586	0.194	0.26	0.1112	0.1202	0.0444	0.0606
LRRC40	0.0630436691283315	0.0887	0.0999	0.0101	0.0261	0.6984	0.7994	0.4702	0.6834
NRDC	0.105823710086391	0.1076	0.1552	0.0739	0.147	0.0909	0.0621	0.0083	0.0074
MKNK1	0.752635367177859	0.7818	0.9362	0.807	0.9466	0.9724	0.995	0.9086	0.9808
HSPB11	0.511847319352059	0.7684	0.7582	0.7668	0.7374	0.3588	0.363	0.1368	0.1752
EPS15	0.631187413005643	0.2664	0.4024	0.2158	0.3898	0.4956	0.4742	0.3674	0.3312
SCP2	0.533412113820233	0.4252	0.3302	0.437	0.3558	0.4508	0.2028	0.389	0.1572
TMEM59	0.979818500291493	0.5712	0.4236	0.5712	0.4318	0.969	0.8364	0.9704	0.7584
DOCK7	0.848755488390592	0.8764	0.8006	0.8736	0.81	0.1442	0.149	0.0466	0.069
DNAJC6	0.014507223187433	0.1144	0.1244	0.0176	0.0198	0.2646	0.2452	0.0428	0.0761
WLS	0.200725874948092	0.697	0.9278	0.7286	0.9352	0.0452	0.0766	0.0432	0.0903
SRSF11	0.179457880327284	0.1146	0.1418	0.0727	0.0988	0.351	0.2706	0.031	0.0486
OSBPL9	0.641266477733112	0.8734	0.5834	0.8834	0.613	0.7974	0.9334	0.8142	0.9292
ANKRD13C	0.204873295354816	0.4572	0.3264	0.4264	0.242	0.107	0.165	0.1068	0.1884
SGIP1	0.381276192440919	0.759	0.8836	0.7312	0.871	0.2924	0.1726	0.223	0.1266
ECHDC2	0.85903237738219	0.6352	0.4732	0.6714	0.5156	0.1736	0.189	0.1084	0.118
RNF11	0.0123507123650245	0.0197	0.0134	0.0029	0.0017	0.265	0.457	0.0921	0.3012
ATPAF1	0.817914715853354	0.8038	0.6722	0.7952	0.625	0.4602	0.6956	0.396	0.653
ATG4C	0.456684408702509	0.0253	0.0218	0.0207	0.023	0.1486	0.1514	0.1572	0.1638
SPATA6	0.415786080019494	0.6562	0.5302	0.5608	0.4612	0.2862	0.2824	0.0571	0.1418
ZRANB2	0.85813358043172	0.8228	0.896	0.7516	0.8418	0.7372	0.8872	0.6532	0.852
PATJ	0.479024367500264	0.4056	0.331	0.351	0.2898	0.2256	0.4016	0.1256	0.3262
HOOK1	0.384276678042101	0.4748	0.3412	0.3424	0.231	0.5642	0.5676	0.234	0.3044
BTF3L4	0.520004804200854	0.785	0.829	0.7938	0.8428	0.3876	0.3744	0.3904	0.3658
TUT4	0.72518150832324	0.149	0.2512	0.1788	0.2958	0.6462	0.5586	0.6084	0.4766
ITGB3BP	0.456437701767444	0.2866	0.3788	0.1906	0.2666	0.3266	0.4484	0.1396	0.273
SERBP1	0.29354011330901	0.1322	0.2558	0.1256	0.2692	0.6208	0.7624	0.499	0.7204
ZFYVE9	0.359471565960296	0.113	0.2746	0.087	0.2432	0.093	0.078	0.0423	0.0434
LRP8	0.351587508377729	0.7814	0.9242	0.7956	0.9274	0.7866	0.9256	0.6342	0.8884
SSBP3	0.0327772678905628	0.1015	0.2202	0.0868	0.21	0.2202	0.1858	0.0658	0.0809
EFCAB14	0.173928734538114	0.2538	0.3944	0.205	0.319	0.1516	0.188	0.0337	0.0536
CMPK1	0.216399322569936	0.82	0.5848	0.7834	0.5398	0.4044	0.6096	0.2168	0.5428
ELAVL4	2.79411007702694e-06	0.0063	0.0101	0.0039	0.0112	0.0718	0.0715	0.0224	0.0238
ZYG11B	0.595485139534358	0.2784	0.1356	0.2118	0.0764	0.1472	0.1228	0.0493	0.0488
USP24	0.697276254566178	0.7544	0.5728	0.7654	0.5952	0.1826	0.1998	0.1296	0.122
PRKAA2	0.256766844945259	0.491	0.3934	0.407	0.2756	0.0535	0.0586	0.0123	0.0183
JAK1	0.211817822295324	0.2122	0.2814	0.1	0.1528	0.7562	0.7992	0.5138	0.65
RAVER2	0.477105097069365	0.9282	0.861	0.9298	0.8574	0.488	0.4372	0.474	0.4126
NFIA	0.847147743032776	0.8344	0.5774	0.8414	0.5788	0.6564	0.6936	0.5902	0.585
MYSM1	0.494829580629343	0.5266	0.6922	0.4664	0.643	0.0695	0.0436	0.0016	0.0043
TM2D1	0.677932951918783	0.505	0.402	0.4878	0.3792	0.6868	0.8256	0.6168	0.7934
NEGR1	0.19061852066757	0.1284	0.237	0.115	0.214	0.1091	0.1112	0.0193	0.0281
FGGY	0.388848550554266	0.7928	1	0.7116	0.9998	0.2634	0.2334	0.0602	0.13
DAB1	0.828520715573825	0.3384	0.3254	0.3268	0.2878	0.0166	0.0763	0.0268	0.0969
GLIS1	0.856599721557163	0.1958	0.2632	0.1926	0.2744	0.0657	0.1052	0.0373	0.0732
PDE4B	0.473184773879662	0.415	0.4664	0.3962	0.3928	0.6614	0.6028	0.5114	0.4678
FAF1	0.478190376696445	0.8308	0.7886	0.7922	0.7332	0.4054	0.2998	0.4066	0.3064
AGBL4	0.7152928951709	0.806	0.9452	0.824	0.9468	0.5624	0.823	0.5422	0.814
MIER1	0.640209433753743	0.6672	0.6298	0.662	0.6018	0.187	0.134	0.074	0.0647
EFCAB7	0.745191219854972	0.2452	0.1762	0.2896	0.2148	0.9962	0.9026	0.9966	0.8664
ZRANB2-AS2	0.601088923390619	0.9638	0.8474	0.9638	0.841	0.1184	0.1026	0.0208	0.0265
GNG12-AS1	0.545291913576306	0.4216	0.6608	0.325	0.5726	0.4372	0.4518	0.3164	0.308
_ENSG00000036549	0.132940827208169	0.425	0.3198	0.4544	0.3722	0.8872	0.7922	0.8766	0.766
PKN2	0.022439633357114	0.0044	0.0027	0.0107	0.0093	0.0302	0.0456	0.0079	0.0226
EVI5	0.966293679226157	0.4166	0.4012	0.3782	0.3438	0.7218	0.4518	0.7154	0.4494
USP33	0.225930245419328	0.0668	0.1198	0.0829	0.1514	0.0046	0.0017	0.0018	0.0016
SH3GLB1	0.312427991637353	0.2892	0.6028	0.231	0.5452	0.5408	0.5518	0.1344	0.271
ACADM	0.527657371874828	0.7166	0.5692	0.6944	0.591	0.083	0.1014	0.0347	0.0541
ST6GALNAC5	0.429042773248433	0.5782	0.2296	0.5558	0.1692	0.2246	0.2816	0.1358	0.1922
ADGRL2	0.688672370519744	0.6402	0.5664	0.5828	0.4792	0.8508	0.856	0.7366	0.7646
SSX2IP	0.157579688312454	0.0656	0.0692	0.0094	0.0105	0.2482	0.3298	0.11	0.2014
ABCD3	0.415090602112281	0.5232	0.349	0.5424	0.3722	0.4412	0.6974	0.2298	0.5444
PTBP2	0.970499030045816	0.3194	0.325	0.307	0.2802	0.164	0.1042	0.0262	0.0339
PLPPR5	0.16821427566951	0.8974	0.7918	0.8888	0.7768	0.1676	0.3638	0.0734	0.2724
PLPPR4	0.647846368362047	0.8004	0.8858	0.7642	0.8636	0.0904	0.075	0.0193	0.0147
SLC35A3	0.562980507477898	0.3652	0.2372	0.3826	0.255	0.4608	0.4248	0.34	0.3394
OLFM3	0.415772620951181	0.0665	0.0449	0.0285	0.0119	0.7426	0.4594	0.6818	0.3336
RPL5	0.722679756028031	0.7	0.6752	0.6284	0.6322	0.746	0.7892	0.5968	0.687
ODF2L	0.509649121010552	0.3754	0.735	0.3332	0.6858	0.3556	0.5504	0.157	0.3624
TRMT13	0.205151602678655	0.1774	0.2076	0.2082	0.207	0.6308	0.7196	0.5286	0.6358
LRRC39	0.146549399290993	0.3646	0.5666	0.2314	0.4744	0.0306	0.022	0.0059	0.005
ZNF644	0.213164522615647	0.0049	0.0048	0.0056	0.0062	0.9222	0.5948	0.7964	0.269
RPAP2	0.509810927599482	0.459	0.2988	0.4144	0.2662	0.0982	0.0868	0.0219	0.0263
VAV3	0.019938523510823	0.084	0.1524	0.0494	0.0835	0.0313	0.0355	0.0297	0.0352
TTLL7	0.577537938488208	0.9094	0.6494	0.8866	0.6208	0.374	0.3316	0.0188	0.0629
FNBP1L	0.188140443113029	0.8492	0.9096	0.846	0.9262	0.1908	0.2876	0.1824	0.2822
GIPC2	0.765049569765193	0.9596	0.9446	0.9498	0.9298	0.1774	0.2434	0.0755	0.1504
ARHGAP29	0.569595114713644	0.5936	0.6656	0.6132	0.6598	0.284	0.209	0.1956	0.1182
SLC44A5	0.841710503325732	0.8864	0.6892	0.8942	0.735	0.2262	0.4992	0.2066	0.4954
RPL7P9	0.88537542629797	0.4562	0.6364	0.3434	0.564	0.6302	0.729	0.507	0.628
PRKACB	0.0365114879216967	0.1668	0.0991	0.0678	0.0323	0.1356	0.1112	0.0312	0.026
PIGK	0.388049611876674	0.0748	0.0392	0.0624	0.0475	0.0556	0.0424	0.0213	0.013
LMO4	0.609710887251024	0.7568	0.8594	0.6386	0.7932	0.7876	0.9208	0.6874	0.8854
MTF2	0.994481823102959	0.901	0.7816	0.8816	0.7308	0.4194	0.2708	0.4504	0.3298
DDAH1	0.862474791267811	0.8908	0.5582	0.8634	0.5526	0.7344	0.9374	0.7004	0.9084
HS2ST1	0.0862594217705431	0.8378	0.996	0.8092	0.9952	0.8072	0.5032	0.7542	0.4078
AK5	0.366936089578112	0.8998	0.7756	0.886	0.7362	0.5798	0.512	0.3646	0.3204
DIPK1A	0.439490501642756	0.5668	0.7516	0.5414	0.7472	0.0365	0.1118	0.0402	0.1026
MFSD14A	0.220607001060301	0.6894	0.7192	0.6116	0.6732	0.4626	0.7362	0.2786	0.6472
FUBP1	0.103873040468731	0.381	0.5134	0.3532	0.4822	0.233	0.3074	0.1042	0.208
NTNG1	0.354982370625456	0.899	0.8878	0.8726	0.8646	0.4934	0.5194	0.4504	0.4922
C1orf52	0.655632811305909	0.7642	0.7198	0.739	0.7238	0.5978	0.6074	0.6168	0.6378
ZNF326	0.307789663802098	0.656	0.6074	0.6678	0.6112	0.7844	0.6432	0.4148	0.2918
AGL	0.288464641907175	0.0161	0.0086	0.0111	0.007	0.9122	0.9238	0.9088	0.7982
EXTL2	0.401247227821463	0.4796	0.6646	0.4976	0.6702	0.6094	0.4508	0.576	0.402
SLC30A7	0.520599828433425	0.8222	0.5358	0.8078	0.4844	0.3294	0.467	0.18	0.3582
GLMN	0.291886490775983	0.153	0.2334	0.0915	0.2018	0.2128	0.2918	0.0535	0.1006
ERICH3	0.506407307599565	0.6116	0.4914	0.5412	0.406	0.187	0.1522	0.0099	0.0219
MIGA1	0.94567842763535	0.9086	0.5658	0.901	0.5052	0.1616	0.1124	0.1796	0.1196
SELENOF	0.871928634169174	0.172	0.2688	0.2236	0.323	0.4108	0.2894	0.3784	0.2494
ST6GALNAC3	0.671644101458928	0.145	0.1364	0.2004	0.1774	0.0428	0.0347	0.0507	0.0412
RNPC3	0.219013052232229	0.2782	0.2486	0.251	0.2558	0.3818	0.4194	0.2722	0.3346
BTBD8	0.156360567573119	0.2602	0.6462	0.2722	0.6514	0.6616	0.8008	0.451	0.746
LRRC8B	0.600807437659916	0.3124	0.1992	0.328	0.2118	0.9962	0.8566	0.9934	0.8182
CCDC18-AS1	0.280528419050679	0.1416	0.0897	0.1246	0.0756	0.7506	0.7546	0.5634	0.6068
_ENSG00000224550	0.178783020426887	0.3796	0.4872	0.219	0.3392	0.2816	0.4722	0.1222	0.296
MIR137HG	0.325222763176206	0.984	0.9374	0.9828	0.9278	0.1572	0.1568	0.0452	0.0689
_ENSG00000232825	0.276465898244719	0.1068	0.1306	0.1302	0.1518	0.8916	0.8316	0.8606	0.7872
AMY2B	0.286027176395844	0.2392	0.4042	0.2476	0.4144	0.6458	0.7746	0.6046	0.7444
ST7L	0.863111644831536	0.2596	0.2404	0.2746	0.281	0.5258	0.6236	0.4766	0.5768
CSDE1	0.228903239101045	0.209	0.1656	0.183	0.125	0.1292	0.1156	0.0389	0.0373
SARS1	0.885780622992341	0.77	0.9616	0.7516	0.9572	0.5656	0.7244	0.4148	0.6028
