gene	DESeq2	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD	KR_dca_direct_Was	KR_dca_direct_JSD	PS_dca_direct_Was	PS_dca_direct_JSD
SRSF11	0.711898812246103	0.782	0.879	0.6848	0.7364	0.6532	0.482	0.3788	0.2396
OSBPL9	0.512600413777383	0.5444	0.6502	0.4654	0.6208	0.6496	0.547	0.627	0.5428
SGIP1	0.920185586738662	0.5942	0.8784	0.5388	0.8478	0.471	0.4812	0.4372	0.4436
ECHDC2	0.578178234945051	0.5058	0.475	0.4652	0.3954	0.284	0.26	0.3414	0.3276
SPATA6	0.855775912638977	0.9568	0.941	0.989	0.9972	0.459	0.4642	0.484	0.4902
ZRANB2	0.516993967930355	0.463	0.5462	0.3194	0.394	0.688	0.69	0.5678	0.72
PATJ	0.438158344597213	0.6136	0.8938	0.5944	0.968	0.9632	0.974	0.9918	0.9148
TUT4	0.419559533813199	0.7192	0.555	0.72	0.4918	0.3324	0.3498	0.3232	0.333
CACHD1	0.989251822109268	0.9376	0.981	0.9648	0.992	0.5714	0.5292	0.6032	0.5602
ACOT11	0.36235109252438	0.6378	0.4418	0.5458	0.3702	0.1448	0.1598	0.1476	0.1692
USP24	0.744388327482554	0.6962	0.7454	0.8004	0.8924	0.668	0.9656	0.6248	0.9972
PLPP3	0.855908756114611	0.916	0.8976	0.979	0.961	0.7982	0.5922	0.6724	0.4838
NFIA	0.502700618831134	0.3152	0.3316	0.2286	0.301	0.9146	0.8338	0.7874	0.7512
NEGR1	0.877574818267487	0.9302	0.8842	0.821	0.966	0.9132	0.9848	0.9466	0.9146
FGGY	0.521482186446755	0.377	0.2572	0.3762	0.2776	0.3996	0.4916	0.3434	0.5158
DAB1	0.689952930788461	0.5094	0.4878	0.457	0.4208	0.8764	0.9948	0.901	0.9922
PDE4B	0.138965459724499	0.302	0.4198	0.2284	0.316	0.593	0.5252	0.5062	0.5184
FAF1	0.830061350626419	0.6434	0.7924	0.58	0.715	0.3538	0.3724	0.3434	0.3334
ROR1	0.296942885517306	0.7662	0.7628	0.6184	0.6108	0.184	0.231	0.1542	0.2256
AGBL4	0.285840016198658	0.6106	0.7516	0.524	0.6082	0.0922	0.11	0.0831	0.0946
LINC01748	0.968187491268756	0.8924	0.832	0.8802	0.8048	0.1756	0.132	0.1296	0.103
_ENSG00000231252	0.757932979211413	0.6622	0.7094	0.7298	0.7684	0.1706	0.2152	0.1278	0.199
PKN2	0.142436652595789	0.4962	0.7954	0.5716	0.9486	0.9404	0.8486	0.8968	0.7374
EVI5	0.365332991512503	0.3058	0.3532	0.2266	0.2652	0.55	0.3786	0.4086	0.2472
TGFBR3	0.323214408504536	0.3098	0.158	0.333	0.1612	0.4822	0.442	0.417	0.382
CDC14A	0.52241729879574	0.8324	0.9864	0.8494	0.9046	0.136	0.1654	0.073	0.0957
CNN3	0.220120381691226	0.402	0.537	0.3362	0.441	0.2368	0.2544	0.225	0.2612
F3	0.50955210449993	0.6976	0.7344	0.659	0.7584	0.416	0.5078	0.3546	0.4906
PTBP2	0.591861193404364	0.4238	0.5558	0.5708	0.7466	0.4868	0.4908	0.3932	0.4106
ZNF644	0.761452862924929	0.832	0.8958	0.93	0.9266	0.8416	0.7256	0.67	0.5886
RPAP2	0.531722537515075	0.8456	0.9348	0.731	0.8026	0.9606	0.829	0.9352	0.8024
VAV3	0.449248977279795	0.3036	0.5518	0.2168	0.4402	0.444	0.4614	0.431	0.4558
BCAR3	0.102440119282963	0.1734	0.2782	0.1126	0.1916	0.161	0.1718	0.0767	0.1202
PRKACB	0.862041518003351	0.8204	0.8268	0.7464	0.858	0.8498	0.7392	0.6718	0.6342
DDAH1	0.830350259319869	0.8178	0.7032	0.8016	0.7214	0.91	0.9106	0.9744	0.9578
HS2ST1	0.741871496237063	0.9098	0.984	0.8778	0.962	0.5212	0.516	0.4792	0.4424
AGL	0.897316765104959	0.375	0.303	0.3648	0.3084	0.4822	0.4696	0.3456	0.3532
RNPC3	0.474121842211744	0.6172	0.7008	0.526	0.6152	0.4916	0.4222	0.4986	0.4746
CCDC18-AS1	0.310716322804387	0.416	0.4424	0.5242	0.5666	0.0524	0.0584	0.0197	0.0311
SLC44A3-AS1	0.141628276181593	0.3458	0.6274	0.4014	0.665	0.2754	0.4024	0.2138	0.3286
MAGI3	0.715992754259998	0.1622	0.1344	0.1844	0.1764	0.4044	0.775	0.4018	0.8502
CAPZA1	0.0589403687643091	0.072	0.0593	0.0738	0.0453	0.2908	0.4796	0.2524	0.4524
NOTCH2	0.685458123868634	0.57	0.7006	0.7088	0.8736	0.2442	0.2298	0.1946	0.1696
AHCYL1	0.877081621300108	0.7574	0.9682	0.7646	0.9874	0.7774	0.7532	0.8256	0.7834
_ENSG00000223804	0.893318209990201	0.6068	0.6066	0.7486	0.7378	0.6412	0.5902	0.4092	0.4772
RNF115	0.336948833106702	0.3058	0.266	0.3062	0.2342	0.2556	0.2216	0.2444	0.2198
_ENSG00000274642	0.0431523796989499	0.1556	0.35	0.2064	0.4302	0.4194	0.4528	0.328	0.4028
ASH1L	0.835558004638618	0.9568	0.8506	0.9594	0.7714	0.947	0.6158	0.933	0.5894
C1orf61	0.885497874894196	0.8052	0.6902	0.8356	0.7242	0.533	0.4422	0.61	0.5036
BCAN	0.259778979356167	0.7044	0.6114	0.7038	0.6138	0.8766	0.9054	0.8868	0.838
SYT11	0.221373380320796	0.1968	0.4072	0.126	0.3076	0.9602	0.9014	0.9866	0.9046
VPS45	0.86073926063334	0.3124	0.1836	0.4722	0.2844	0.4116	0.4116	0.4064	0.4254
ENSA	0.368371370182188	0.4196	0.3472	0.5162	0.4402	0.8224	0.721	0.848	0.7338
POGZ	0.132505166181962	0.5788	0.7228	0.5072	0.651	0.3788	0.4568	0.3232	0.3858
KCNN3	0.00813662685085909	0.3078	0.2082	0.18	0.1314	0.1092	0.1038	0.027	0.0351
S100A1	0.0812629499102829	0.107	0.2138	0.1208	0.2042	0.3238	0.2396	0.336	0.2528
RPRD2	0.539815247876931	0.7682	0.8282	0.835	0.8754	0.2574	0.1618	0.226	0.1016
PBXIP1	0.136401792598891	0.548	0.67	0.588	0.7248	0.8662	0.7826	0.764	0.6644
PDE4DIP	0.125828992747324	0.0445	0.0389	0.0522	0.0332	0.0828	0.0948	0.0486	0.0553
OTUD7B	0.734217853608629	0.6766	0.6888	0.564	0.5726	0.6996	0.7646	0.6638	0.7184
NBPF19	0.643240591155516	0.8472	0.668	0.6982	0.4914	0.249	0.2754	0.0707	0.1304
LINC01138	0.0800991119247636	0.0651	0.1018	0.0644	0.114	0.2956	0.4058	0.124	0.2984
ATP1A2	0.0127584739080772	0.0901	0.091	0.0374	0.0488	0.5552	0.4994	0.5084	0.5054
PRRX1	0.913921186019433	0.2848	0.3004	0.2568	0.2814	0.676	0.8582	0.5382	0.8936
PRRC2C	0.735838449372297	0.9626	0.911	0.9658	0.9396	0.9136	0.9558	0.9278	0.9402
PRDX6	0.0934477914594398	0.2904	0.3794	0.259	0.3316	0.1772	0.1468	0.0539	0.051
DCAF6	0.749161145726297	0.4636	0.4518	0.55	0.563	0.3548	0.3102	0.2592	0.2854
POU2F1	0.68626324666947	0.858	0.751	0.864	0.7444	0.5062	0.5406	0.442	0.4734
COP1	0.367679477708601	0.803	0.7798	0.8496	0.7916	0.338	0.1824	0.229	0.0894
RABGAP1L	0.783510602846708	0.6534	0.5294	0.7164	0.5814	0.4986	0.4016	0.4748	0.3884
KCNJ10	0.72075855927975	0.962	0.9796	0.9716	1	0.8806	0.6894	0.8224	0.6026
PBX1	0.386384015277791	0.5138	0.3848	0.4478	0.3324	0.2734	0.283	0.2052	0.2154
DNM3	0.525735374780656	0.6552	0.7312	0.5602	0.605	0.3292	0.34	0.305	0.2992
ATP2B4	0.426063282748409	0.4984	0.5026	0.4134	0.4746	0.7864	0.6794	0.5226	0.4768
ZC3H11A	0.737322137372971	0.8564	0.8704	0.8118	0.8224	0.716	0.6024	0.5502	0.4426
PPP1R12B	0.328201352748999	0.4974	0.6906	0.2848	0.4564	0.2066	0.1336	0.1478	0.0994
C1orf21	0.394642549608985	0.4032	0.5144	0.4524	0.6152	0.6622	0.6274	0.6476	0.6214
CAMSAP2	0.0410953856357041	0.0759	0.1278	0.0691	0.1632	0.0675	0.0768	0.0352	0.0955
NAV1	0.646587349856426	0.8248	0.8228	0.6768	0.6516	0.4162	0.5186	0.3408	0.4348
CRB1	0.363454964859946	0.3948	0.4132	0.435	0.45	0.137	0.1458	0.096	0.0979
GLUL	0.992365724071815	0.9856	0.8914	0.9734	0.902	0.4728	0.556	0.4404	0.5456
CEP350	0.684990748301223	0.8142	0.8514	0.8618	0.9134	0.5618	0.5668	0.4782	0.4726
NPL	0.169269337415494	0.232	0.304	0.1634	0.2032	0.165	0.1174	0.1122	0.0908
XPR1	0.779621908071152	0.9	0.932	0.9372	0.842	0.5838	0.4688	0.4394	0.3402
RGL1	0.610533782388379	0.9384	0.8786	0.8274	0.8614	0.3624	0.3626	0.3622	0.3672
ASTN1	0.74609885078206	0.742	0.8706	0.8286	0.715	0.4504	0.5148	0.485	0.552
CSRP1	0.320706628098374	0.5222	0.4846	0.5472	0.5004	0.99	0.9112	0.9866	0.9918
BRINP3	0.931053412035308	0.8726	0.789	0.8256	0.7164	0.8848	0.788	0.7836	0.7196
GPR37L1	0.153692712275963	0.7036	0.979	0.6226	0.9314	0.7836	0.906	0.8584	0.975
MDM4	0.934863802680932	0.4602	0.2306	0.4966	0.2746	0.2706	0.2886	0.175	0.184
BRINP2	0.93899434369352	0.7022	0.978	0.6838	0.9616	0.3368	0.3812	0.3932	0.4408
ACBD6	0.549575304256583	0.274	0.1644	0.2882	0.1734	0.4142	0.403	0.4074	0.3768
NUCKS1	0.129658366275811	0.2442	0.3864	0.1848	0.3568	0.8512	0.9112	0.8804	0.9796
PLXNA2	0.0666121438098206	0.1728	0.121	0.1618	0.1252	0.3374	0.3946	0.3998	0.4652
TGFB2	0.349658139395271	0.0634	0.0563	0.0655	0.0611	0.972	0.9796	0.9748	0.974
RPS6KC1	0.540810090133812	0.5396	0.5962	0.4366	0.4272	0.3544	0.2888	0.3242	0.2548
LYPLAL1	0.669687189096348	0.8576	0.79	0.9982	0.9498	0.4578	0.4008	0.3874	0.3192
TP53BP2	0.527848051971744	0.5974	0.851	0.7084	0.9664	0.6724	0.8516	0.6738	0.8968
ITPKB	0.268344614738697	0.6102	0.7912	0.6104	0.8116	0.8282	0.7254	0.7172	0.5908
CDC42BPA	0.830861122215188	0.9062	0.9754	0.981	0.9104	0.9208	0.8756	0.8782	0.8636
EPHX1	0.231215426638034	0.5378	0.7172	0.623	0.7932	0.3472	0.2294	0.2516	0.1744
ENAH	0.480715995945885	0.6746	0.7832	0.8638	0.9602	0.9026	0.7526	0.993	0.8262
ESRRG	0.811784289359687	0.6208	0.9164	0.6318	0.8974	0.4076	0.35	0.4024	0.3632
ARID4B	0.307323601227185	0.49	0.5572	0.44	0.4336	0.5592	0.801	0.6044	0.8844
SDCCAG8_ENSG00000054282	0.135820216447666	0.3814	0.6264	0.477	0.768	0.103	0.0742	0.0541	0.0387
AKT3_ENSG00000117020	0.421624016179481	0.4938	0.3224	0.6406	0.4632	0.9048	0.7308	0.8126	0.6462
AGT	0.637377730361957	0.8832	0.9038	0.7184	0.9258	0.7172	0.7558	0.7838	0.832
GALNT2	0.751294300486303	0.829	0.8906	0.7462	0.7594	0.3732	0.3968	0.3314	0.3918
FMN2	0.82930030981481	0.7112	0.9132	0.7222	0.9088	0.3758	0.2288	0.4006	0.2266
PLD5	0.00047715547887958	0.0156	0.0419	0.0078	0.0284	0.3092	0.2012	0.208	0.1706
RGS7	0.692443985675317	0.991	0.8922	0.9894	0.8438	0.8202	0.8202	0.8308	0.8112
EFCAB2	0.37627442634092	0.1896	0.283	0.1948	0.3452	0.5226	0.5728	0.458	0.5298
LTBP1	0.939299628192535	0.8566	0.8882	0.8566	0.9088	0.631	0.6922	0.5336	0.5538
PUM2	0.895081417142249	0.8172	0.8098	0.6672	0.6382	0.6112	0.4668	0.3178	0.2566
NCOA1	0.996277165709204	0.9116	0.8436	0.9518	0.8908	0.948	0.9158	0.9632	0.844
EFR3B	0.520045969659925	0.5896	0.6166	0.5936	0.7074	0.7822	0.722	0.8648	0.7808
RAB10	0.514155840719673	0.5922	0.5966	0.7102	0.667	0.422	0.6004	0.4466	0.6314
CLIP4	0.915743977755086	0.5768	0.648	0.5224	0.5802	0.505	0.4534	0.4006	0.3598
ID2	0.792249902710199	0.5718	0.7062	0.5978	0.7238	0.3914	0.623	0.3096	0.5108
BIRC6	0.794421554313212	0.8876	0.981	0.8114	0.9288	0.9834	0.714	0.8248	0.519
ATAD2B	0.803667394981917	0.6632	0.5498	0.6214	0.4418	0.8246	0.654	0.652	0.4832
KIDINS220	0.111317546843872	0.983	0.6262	0.895	0.7468	0.4984	0.4438	0.2588	0.2634
ROCK2	0.900692721193913	0.5992	0.4672	0.575	0.399	0.543	0.698	0.3016	0.6578
LPIN1	0.0329095035653346	0.4102	0.5738	0.3516	0.5378	0.2046	0.2296	0.0975	0.1578
DTNB	0.47679789592787	0.6322	0.6248	0.6044	0.6644	0.2964	0.3592	0.228	0.3164
MBOAT2	0.545741228142559	0.9928	0.9192	0.8978	0.925	0.5384	0.4946	0.4912	0.4484
RHOB	0.724809512866943	0.98	0.9668	0.9884	0.968	0.954	0.8178	0.8342	0.782
ASAP2	0.925992547791013	0.7824	0.716	0.774	0.6442	0.8146	0.9576	0.8478	0.95
NBAS	0.255275207084883	0.7036	0.4108	0.883	0.5608	0.992	0.7606	0.8806	0.6252
BABAM2	0.981409946398913	0.6236	0.3382	0.5404	0.2124	0.4262	0.247	0.3916	0.2396
FAM49A	0.875780334622136	0.7116	0.7746	0.737	0.7718	0.8672	0.885	0.974	0.68
LINC00486	0.897921362073746	0.6844	0.7636	0.6864	0.764	0.8066	0.9806	0.8654	0.9058
LINC00299	0.359641094523751	0.7254	0.7264	0.5902	0.61	0.225	0.2058	0.2574	0.2354
MAP4K3	0.503847436996437	0.7128	0.9018	0.6658	0.8772	0.737	0.8812	0.7564	0.8896
PSME4	0.377549906857242	0.7382	0.5266	0.589	0.4166	0.764	0.5652	0.6932	0.5218
XPO1	0.386869237958363	0.8192	0.8084	0.6454	0.6484	0.1246	0.1422	0.0718	0.0848
SPTBN1	0.108170675192845	0.3126	0.3894	0.2372	0.3262	0.3694	0.4322	0.2792	0.3192
RTN4	0.363661101488564	0.8612	0.9496	0.7628	0.9142	0.6864	0.6488	0.6014	0.6088
CCDC88A	0.86711833353412	0.4502	0.579	0.5062	0.655	0.9748	0.7394	0.9326	0.6318
EFEMP1	0.446256662498412	0.326	0.3488	0.2898	0.3206	0.1772	0.2056	0.137	0.2032
USP34	0.742294279373768	0.567	0.5806	0.5258	0.5346	0.9224	0.7342	0.7828	0.588
EHBP1	0.884943960241647	0.9374	0.9954	0.9538	0.9996	0.7608	0.812	0.7988	0.7986
SLC1A4	0.482767112975508	0.551	0.5664	0.3978	0.4394	0.858	0.6702	0.7404	0.5642
SOS1	0.716451862465523	0.9106	0.9518	0.8788	0.8424	0.6206	0.5768	0.613	0.5916
THADA	0.795492169946081	0.4846	0.3132	0.5724	0.3994	0.3424	0.2944	0.3136	0.2648
ATL2	0.740466638975592	0.408	0.2866	0.5034	0.3718	0.747	0.6694	0.6502	0.575
PPM1B	0.523446898698521	0.713	0.8136	0.738	0.8062	0.651	0.752	0.6666	0.6358
PREPL	0.447666448393753	0.6194	0.7832	0.6354	0.6932	0.7846	0.8974	0.7134	0.9452
FBXO11	0.681466663105332	0.6274	0.4042	0.7484	0.4966	0.9654	0.9648	0.9648	0.9386
CAMKMT	0.294469548232059	0.5988	0.478	0.417	0.3318	0.3124	0.3212	0.297	0.2964
WDPCP	0.701034596706525	0.9118	0.8256	0.7368	0.663	0.3268	0.317	0.2824	0.322
CRIM1_ENSG00000150938	0.888018868490085	0.7306	0.9124	0.666	0.8636	0.4222	0.556	0.4404	0.611
UGP2	0.568048217191493	0.8128	0.8702	0.7242	0.7516	0.5612	0.9724	0.5654	0.9736
ACYP2	0.10105284915305	0.1286	0.1946	0.1002	0.1418	0.0891	0.0391	0.0875	0.0449
PRKCE	0.936202085971924	0.997	0.9358	0.9964	0.93	0.4296	0.499	0.3768	0.4228
COMMD1	0.658999851371928	0.9728	0.8812	0.9472	0.8322	0.6084	0.6314	0.5606	0.6098
NRXN1	0.990354496794713	0.816	0.979	0.7976	0.9886	0.4778	0.4998	0.3598	0.398
EML6	0.617852075303048	0.8918	0.8604	0.8816	0.7408	0.4982	0.4292	0.448	0.3788
_ENSG00000226994	0.486138961970133	0.9908	0.963	0.986	0.956	0.2586	0.2524	0.2952	0.2608
BCYRN1	0.658149068284555	0.3994	0.5822	0.3456	0.5918	0.9686	0.8728	0.987	0.7272
TMSB10	0.930390476692926	0.8036	0.8272	0.7768	0.7868	0.7336	0.7342	0.692	0.6946
CTNNA2	0.335795671911709	0.585	0.6456	0.6308	0.6894	0.201	0.2208	0.141	0.1628
ZNF638	0.967379380409866	0.9364	0.9234	0.8466	0.8306	0.993	0.9364	0.9808	0.8838
AAK1	0.000962945239102774	0.0016	0.0011	2e-04	5e-04	0.8836	0.78	0.8726	0.7294
EXOC6B	0.699900808204257	0.8428	0.816	0.8146	0.7612	0.3158	0.185	0.2812	0.1848
SFXN5	0.585025354090297	0.6104	0.6164	0.66	0.6686	0.2972	0.2872	0.346	0.337
TCF7L1	0.404200777583858	0.452	0.5424	0.44	0.5284	0.3588	0.519	0.2896	0.5316
USP39	0.909908629376775	0.6318	0.8028	0.6602	0.8402	0.2226	0.1588	0.2032	0.1538
MAT2A	0.716066786057822	0.9912	0.889	0.991	0.904	0.5178	0.4196	0.352	0.318
ANTXR1	0.684857280237639	0.4512	0.8142	0.4224	0.8142	0.8272	0.8846	0.795	0.8158
LRRTM4	0.0116453945012473	0.114	0.0781	0.0421	0.0196	0.5092	0.676	0.4594	0.6636
PCBP1-AS1	0.473284608597257	0.4396	0.3368	0.373	0.2776	0.3318	0.2794	0.3344	0.3196
SPRED2	0.88377172780622	0.5968	0.6964	0.5218	0.6176	0.41	0.5808	0.3124	0.4274
_ENSG00000204929	0.885735993224256	0.9156	0.9844	0.8028	0.949	0.4516	0.5066	0.5012	0.546
_ENSG00000224731	0.764887880434364	0.607	0.6984	0.465	0.531	0.9806	0.9848	0.9718	0.9782
MAP4K4	0.813263783797924	0.4386	0.497	0.4412	0.5208	0.776	0.8602	0.7382	0.7968
RPL31	0.259974168829955	0.4834	0.3504	0.4616	0.3168	0.1644	0.108	0.146	0.1028
TMEM131	0.739108837147666	0.3944	0.42	0.3878	0.4294	0.8244	0.5934	0.6806	0.4356
MERTK	0.902422471970913	0.9764	0.9428	0.9328	0.763	0.3328	0.4182	0.3418	0.4592
LIMS1	0.341807521299119	0.165	0.2772	0.1608	0.247	0.3424	0.5306	0.2954	0.4978
NPAS2	0.944245052620687	0.6698	0.8506	0.7708	0.9148	0.7626	0.4112	0.7844	0.371
ANKRD36C	0.620199079735954	0.7804	0.7988	0.8	0.8478	0.3708	0.2436	0.1618	0.1048
PANTR1	0.103913498549364	0.2522	0.3346	0.1502	0.2186	0.2554	0.217	0.2	0.1518
R3HDM1	0.270496807913458	0.8858	0.9504	0.8772	0.9602	0.5706	0.8612	0.5094	0.863
CLASP1	0.144570387093184	0.0718	0.1182	0.0402	0.0713	0.5888	0.4926	0.5244	0.4416
PTPN4	0.530163350890458	0.9044	0.9994	0.8542	0.8442	0.5178	0.4598	0.437	0.3756
RAB3GAP1	0.314957988755101	0.3308	0.342	0.3538	0.3578	0.8222	0.6594	0.6628	0.4862
DARS1	0.198518532246451	0.1364	0.1908	0.173	0.2312	0.8582	0.6952	0.812	0.6442
GTDC1	0.904849013990444	0.8194	0.8296	0.8088	0.7384	0.7516	0.6836	0.6002	0.564
ARHGEF4	0.0769032863905751	0.2114	0.2736	0.1282	0.1424	0.147	0.1694	0.0427	0.0717
MGAT5	0.409636823463157	0.7122	0.8204	0.8224	0.9672	0.8742	0.5592	0.8652	0.4434
LRP1B	0.888042253665476	0.825	0.6004	0.7654	0.564	0.7202	0.67	0.6444	0.5648
ZEB2	0.872027368410905	0.8518	0.6128	0.6754	0.4488	0.3274	0.3748	0.1926	0.2562
DPP10	0.00648723968096814	0.2408	0.4042	0.2186	0.516	0.2106	0.463	0.0859	0.2576
NCKAP5	0.232415631919821	0.3662	0.2302	0.4418	0.2764	0.2136	0.2126	0.2236	0.2204
OSBPL6	0.187731947408975	0.3364	0.5162	0.3364	0.5134	0.8288	0.804	0.902	0.899
ITGA6	0.953921579926156	0.9806	0.9712	0.9014	0.7752	0.3196	0.4146	0.231	0.3572
GPD2	0.753843781268818	0.3776	0.5094	0.282	0.4192	0.5534	0.3386	0.3348	0.1858
SLC25A12	0.688381794881803	0.7196	0.7528	0.7142	0.7712	0.4192	0.3872	0.2632	0.2186
NFE2L2	0.849936579421581	0.6748	0.6046	0.8336	0.7702	0.7688	0.7302	0.7336	0.6992
BAZ2B	0.73752400011137	0.9006	0.8164	0.7636	0.68	0.3306	0.2486	0.212	0.1172
CHN1	0.574487426371907	0.6546	0.6764	0.5332	0.5888	0.8214	0.8952	0.7626	0.8648
UBR3	0.512160150666051	0.6932	0.8556	0.6618	0.889	0.6378	0.4938	0.4576	0.343
FMNL2	0.0404748761235731	0.149	0.3796	0.0521	0.1956	0.113	0.0697	0.0596	0.0297
UBE2E3	0.773382770302745	0.7228	0.9612	0.7714	0.9576	0.7456	0.9768	0.6388	0.9872
HNRNPA3	0.309764281608137	0.3096	0.1704	0.3828	0.1852	0.7938	0.8414	0.8242	0.9366
CSRNP3	0.500043092534041	0.8816	0.6888	0.8126	0.53	0.7398	0.778	0.599	0.7008
FIGN	0.562738063387921	0.9598	0.8764	0.8336	0.68	0.618	0.4452	0.5292	0.3748
TLK1	0.563351519861626	0.4742	0.6398	0.4354	0.5434	0.7642	0.559	0.7258	0.5372
MBD5	0.982928974194729	0.8744	0.697	0.9598	0.9324	0.4218	0.2872	0.3914	0.254
_ENSG00000228222	0.306324158934498	0.579	0.5728	0.4112	0.3912	0.203	0.2128	0.1546	0.1522
TTN-AS1	0.9097176152847	0.5108	0.2724	0.5706	0.3222	0.5114	0.444	0.4146	0.3552
CLK1	0.792982496120843	0.613	0.7582	0.6186	0.7558	0.9072	0.7454	0.6826	0.5468
NCKAP1	0.713047569126152	0.7544	0.7316	0.6188	0.595	0.7146	0.7516	0.42	0.6412
ANKRD44	0.640533899787824	0.9974	0.843	0.861	0.641	0.3316	0.3902	0.3072	0.3666
MAP2	0.880168113786695	0.823	0.997	0.649	0.9872	0.863	0.9542	0.8104	0.9136
INO80D	0.260442374121079	0.3386	0.3498	0.1988	0.2286	0.6504	0.9418	0.7332	0.9674
PARD3B	0.920382677090697	0.8428	0.8788	0.8582	0.9264	0.1362	0.1058	0.0708	0.0553
KLF7	0.415677071192733	0.4546	0.4296	0.5052	0.4796	0.2236	0.2634	0.1856	0.2424
